609;Hold the Door;	"The Door": The White Walkers and their army of wights attack the Three-Eyed Raven's cave. Summer and the Children of the Forest are killed attempting to hold them back. Bran wargs into Hodor while still in a vision to aid Meera escape the cave after being able to hear her cries. The Night King kills the Three-Eyed Raven and he disappears from the vision. Meera repeatedly tells Hodor to "hold the door" of the cave shut as she flees with Bran. Still able to hear Meera in the vision, Bran wargs into a young Hodor who begins to have a seizure and hears echoes of Meera's cries to the adult Hodor. He repeatedly slurs "hold the door" until "Hodor" is all he can say. Contains the melody of "He is Lost", the House Stark theme (Goodbye Brother), the White Walkers' theme (White Walkers), and the Main Theme.
610;Khaleesi;	"Book of the Stranger": Daenerys emerges from the Temple of the Dosh Khaleen unburnt after setting it alight with her and the gathered Dothraki khals inside. After witnessing her walk out, the Dothraki, Jorah, and Daario bow down to her. Contains the melody of the Daenerys Targaryen theme (Love in the Eyes) and the Main Theme.
611;Maester;"The Winds of Winter" Sam, Gilly and little Sam approach Oldtown, where men become maesters. Contains the melody of the Main Theme.
612;A Painless Death;	"No One": Arya is chased on foot by the Waif. She leads the Waif to a dark room with a trail of blood from the stab wounds she inflicted the day before. As the Waif closes in on her, Arya cuts the only candle lighting the room with Needle, plunging them into complete darkness. Contains a more intense version of the "House of Black and White" and the melody of Jaqen H'Ghaar's theme (Valar Morhuglis).
613;Reign;"Battle of the Bastards": The Masters tell Daenerys her reign is over but she insists it's only just beginning as Drogon flies to her. She takes flight and they are joined by Rhaegal and Viserion before they burn one of the ships in the Masters' fleet together. Contains the melody of "Dracarys" and the Daenerys Targaryen theme (Love in the Eyes).
614;Let's Play a Game;"Battle of the Bastards": Ramsay tells Rickon to run towards his brother's army. As he does, Ramsay fires arrows at him and Jon rides out to try and save him. Just as he reaches him, an arrow strikes Rickon through the chest and he dies. An enraged Jon charges towards Ramsay but his horse is taken down by a volley. Davos orders the Stark forces to follow him. As he faces the Bolton cavalry alone on foot, he takes out his sword and accepts his fate but just before they reach him, his own cavalry clashes with them and the battle begins. Contains the melodies of the Jon Snow theme (My Watch Has Ended) and the Ramsay Bolton theme.
615;Bastard;"Battle of the Bastards": The Bolton forces form a phalanx around the Stark forces. Tormund and other wildlings attempt to escape by climbing over the wall of bodies trapping them in at the back only to be met by Smalljon Umber and his men. Jon is almost trampled on during the panicked men rushing to the wall of bodies but eventually manages to get to his feet. Contains the melodies of the Jon Snow theme (My Watch Has Ended) and the Ramsay Bolton theme.
616;Trust Each Other;	"Battle of the Bastards": The Knights of the Vale arrive and defeat the Bolton soldiers, rescuing the doomed Stark force, as Littlefinger, Sansa, and Ramsay watch. Ramsay retreats to Winterfell as Jon, Tormund, and Wun Wun run after him. Contains the melodies of the House Stark theme (Goodbye Brother), the Ramsay Bolton theme, and the Main Theme.
617;Winter Has Come;	"The Winds of Winter": Houses Mormont, Manderly, Glover, and Cerwyn, together with Ser Davos Seaworth and the Knights of the Vale swear their loyalty to Jon Snow and House Stark and declare him the King in the North. Contains the melody of the House Stark theme (Goodbye Brother) and the Main Theme.
618;Hear Me Roear;"The Winds of Winter": Jaime Lannister, Bronn, and the Lannister Army arrive in King's Landing and witnesses Cersei Lannister being crowned by Qyburn as the new Queen of the Seven Kingdoms. Contains the melody of the House Lannister theme (A Lannister Always Pays His Debts) and "Light of the Seven".
619;The Winds of Winter;	"The Winds of Winter": Daenerys Targaryen finally sails for Westeros along with her three dragons, her whole army (the Unsullied and the Dothraki bloodriders), her new Hand Tyrion Lannister, Varys, and her new allies Theon and Yara Greyjoy, House Tyrell and House Martell (with the Sand Snakes). Contains the melodies of "Dracarys", the House Greyjoy theme (What is Dead May Never Die), Daenerys Targaryen theme (Love in the Eyes), and Main Theme.
620;Lord of Ligfht;	"Home": Melisandre attempts to resurrect Jon Snow. She, Davos, Edd, and Tormund leave the room believing she has failed only for Jon to come back to life moments later. Contains the melody of the Melisandre theme (Warrior of Light) and small hints of the Night's Watch theme (The Wall).
621;Service of the Gods;	"Blood of My Blood": The High Sparrow announces that Margaery will not have to do a walk of atonement and presents King Tommen who has agreed to unite the Faith and the Crown. Contains the melody of the House Baratheon theme (The King's Arrival) and hints of the High Sparrow's theme (High Sparrow).
622;I Need You by My Side;"The Door": Jorah reveals his greyscale to Daenerys and admits his love for her. She emotionally orders him to find a cure and return to her, as she needs him by her side when she goes to Westeros. Contains the melody of the Daenerys theme (Love in the Eyes).
623;The Tower;"The Winds of Winter" Young Ned Stark finds his dying sister inside the Tower of Joy (Bran's vision). Contains the melodies of "Heir to Winterfell" and House Stark theme (Goodbye Brother).
624;Unbowed, Unbent, Unbroken;"The Red Woman": As news of Myrcella's death arrives in Dorne, Tyene Sand kills Areo Hotah and Ellaria Sand murders Doran Martell. Obara Sand takes out Trystane Martell with her spear. Contains the melody of the House Martell theme (Jaws of the Viper).
625;I Choose Violence;"No One": Cersei refuses to go with the Faith Militant to see the High Sparrow. When one of them attacks, he is brutally killed by the Mountain and the others back away in fear.
626;Hodor;Unused in the series. A mournful rendition of "Three Eyed Raven".
